股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sh.688069,德林海,0.4,22.31,1.79
sh.688070,纵横股份,0.0,52.15,0.0
sh.688071,华依科技,0.0,32.73,0.0
sh.688072,拓荆科技,0.27,303.3,0.09
sh.688073,毕得医药,0.9,72.75,1.24
sh.688075,安旭生物,0.8,39.91,2.0
sh.688076,ST诺泰,0.8,37.87,2.11
sh.688077,大地熊,0.2,31.29,0.64
sh.688078,龙软科技,0.136,29.98,0.45
sh.688079,美迪凯,0.0,11.21,0.0
sh.688080,映翰通,0.2004,48.89,0.41
sh.688081,兴图新科,0.0,29.18,0.0
sh.688082,盛美上海,0.6539,157.88,0.41
sh.688083,中望软件,0.5,71.16,0.7
sh.688084,晶品特装,0.0,77.27,0.0
sh.688085,三友医疗,0.0042,18.65,0.02
sh.688087,英科再生,0.16,29.77,0.54
sh.688088,虹软科技,0.47,48.77,0.96
sh.688089,嘉必优,0.2009,23.0,0.87
sh.688090,瑞松科技,0.1,37.27,0.27
sh.688091,上海谊众,0.0,48.97,0.0
sh.688092,爱科科技,0.28,25.35,1.1
sh.688093,世华科技,0.56,34.9,1.6
sh.688095,福昕软件,0.3,96.41,0.31
sh.688096,京源环保,0.15,7.98,1.88
sh.688097,博众精工,0.235,34.99,0.67
sh.688098,申联生物,0.0,9.62,0.0
sh.688099,晶晨股份,0.0,90.53,0.0
sh.688100,威胜信息,0.77,35.04,2.2
sh.688101,三达膜,0.0,18.18,0.0
sh.688102,斯瑞新材,0.04,24.35,0.16
sh.688103,国力电子,0.2105,58.4,0.36
sh.688105,诺唯赞,0.15,22.79,0.66
sh.688106,金宏气体,0.1,18.72,0.53
sh.688107,安路科技,0.0,27.3,0.0
sh.688108,赛诺医疗,0.0,18.96,0.0
sh.688109,品茗科技,0.68,159.24,0.43
sh.688110,东芯股份,0.0,130.0,0.0
sh.688111,金山办公,0.8985,311.31,0.29
sh.688112,鼎阳科技,0.51,35.62,1.43
sh.688113,联测科技,0.429,39.15,1.1
sh.688114,华大智造,0.0,63.79,0.0
sh.688115,思林杰,0.44,68.18,0.65
sh.688116,天奈科技,0.146,51.7,0.28
sh.688117,圣诺生物,0.1718,41.0,0.42
sh.688118,普元信息,0.15,26.84,0.56
sh.688119,中钢洛耐,0.0,4.15,0.0
sh.688120,华海清科,0.55,135.0,0.41
sh.688121,卓然股份,0.0,12.48,0.0
sh.688122,西部超导,0.65,66.17,0.98
sh.688123,聚辰股份,0.3,132.73,0.23
sh.688125,安达智能,0.0,79.58,0.0
sh.688126,沪硅产业,0.0,21.19,0.0
sh.688127,蓝特光学,0.2,31.13,0.64
sh.688128,中国电研,0.5,28.78,1.74
sh.688129,东来技术,0.15,20.77,0.72
sh.688130,晶华微,0.0,22.83,0.0
sh.688131,皓元医药,0.23,76.01,0.3
sh.688132,邦彦技术,0.0,19.6,0.0
sh.688133,泰坦科技,0.07,22.91,0.31
sh.688135,利扬芯片,0.0,29.83,0.0
sh.688136,科兴制药,0.08,33.73,0.24
sh.688137,近岸蛋白,0.0,42.25,0.0
sh.688138,清溢光电,0.26,27.4,0.95
sh.688139,海尔生物,0.47,32.43,1.45
sh.688141,杰华特,0.0,39.31,0.0
sh.688143,长盈通,0.05,37.63,0.13
sh.688146,中船特气,0.173,40.26,0.43
sh.688147,微导纳米,0.044,64.66,0.07
sh.688148,芳源股份,0.0,10.09,0.0
sh.688150,莱特光电,0.31,21.75,1.43
sh.688151,华强科技,0.0434,20.49,0.21
sh.688152,麒麟信安,0.0,43.63,0.0
sh.688153,唯捷创芯,0.0,36.79,0.0
sh.688155,先惠技术,0.6,61.17,0.98
sh.688156,路德科技,0.0,17.28,0.0
sh.688157,松井股份,0.2321,34.39,0.67
sh.688158,优刻得,0.0,24.16,0.0
sh.688159,有方科技,0.099,51.08,0.19
sh.688160,步科股份,0.3,98.81,0.3
sh.688161,威高骨科,0.27,29.15,0.93
sh.688162,巨一科技,0.0,30.01,0.0
sh.688163,赛伦生物,0.32,23.41,1.37
sh.688165,埃夫特,0.0,20.95,0.0
sh.688166,博瑞医药,0.096,52.54,0.18
sh.688167,炬光科技,0.0,142.96,0.0
sh.688168,安博通,0.0,82.8,0.0
sh.688169,石头科技,1.0696,152.18,0.7
sh.688170,德龙激光,0.0,33.55,0.0
sh.688171,纬德信息,0.042,50.98,0.08
sh.688172,燕东微,0.0,24.98,0.0
sh.688173,希荻微,0.0,17.48,0.0
sh.688175,高凌信息,0.1,25.7,0.39
sh.688176,亚虹医药,0.0,10.18,0.0
sh.688177,百奥泰,0.0,25.12,0.0
sh.688178,万德斯,0.0,25.63,0.0
sh.688179,阿拉丁,0.1,13.45,0.74
sh.688180,君实生物,0.0,37.1,0.0
sh.688181,八亿时空,0.0,33.2,0.0
sh.688182,灿勤科技,0.075,23.85,0.31
sh.688183,生益电子,0.55,92.54,0.59
sh.688184,ST帕瓦,0.0,9.91,0.0
sh.688185,康希诺,0.0,68.45,0.0
sh.688186,广大特材,0.3825,21.84,1.75
sh.688187,时代电气,1.44,49.81,2.89
sh.688188,柏楚电子,2.826,132.47,2.13
sh.688189,南新制药,0.0,9.47,0.0
sh.688190,云路股份,0.93,99.39,0.94
sh.688191,智洋创新,0.6,36.94,1.62
sh.688192,迪哲医药,0.0,64.5,0.0
sh.688193,仁度生物,0.25,48.28,0.52
sh.688195,腾景科技,0.07,176.0,0.04
sh.688196,卓越新能,0.5,56.0,0.89
sh.688197,首药控股,0.0,42.26,0.0
sh.688198,佰仁医疗,0.8,122.98,0.65
sh.688199,久日新材,0.0,23.04,0.0
sh.688200,华峰测控,0.75,170.3,0.44
sh.688201,信安世纪,0.0,13.73,0.0
sh.688202,美迪西,0.0,57.3,0.0
sh.688203,海正生材,0.06,13.9,0.43
sh.688205,德科立,0.4,122.35,0.33
sh.688206,概伦电子,0.03,36.09,0.08
sh.688207,格灵深瞳,0.0,16.78,0.0
sh.688208,道通科技,1.08,34.0,3.18
sh.688209,英集芯,0.09,23.63,0.38
sh.688210,统联精密,0.15,56.45,0.27
sh.688211,中科微至,0.0,31.21,0.0
sh.688212,澳华内镜,0.08,47.28,0.17
sh.688213,思特威,0.275,94.41,0.29
sh.688215,瑞晟智能,0.1003,75.7,0.13
sh.688216,气派科技,0.0,23.13,0.0
sh.688217,睿昂基因,0.17,27.53,0.62
sh.688218,江苏北人,0.19,22.56,0.84
sh.688219,会通股份,0.15,11.7,1.28
sh.688220,翱捷科技,0.0,91.69,0.0
sh.688221,前沿生物,0.0,20.13,0.0
sh.688222,成都先导,0.06,23.44,0.26
sh.688223,晶科能源,0.0,5.63,0.0
sh.688225,亚信安全,0.0,19.53,0.0
sh.688226,威腾电气,0.152,33.32,0.46
sh.688227,品高股份,0.0,81.83,0.0
sh.688228,开普云,0.151,161.4,0.09
sh.688229,博睿数据,0.0,67.19,0.0
sh.688230,芯导科技,0.8,68.2,1.17
sh.688231,隆达股份,0.25,24.94,1.0
sh.688232,新点软件,0.36,26.55,1.36
sh.688233,神工股份,0.075,68.62,0.11
sh.688234,天岳先进,0.0,88.64,0.0
sh.688235,百济神州,0.0,289.7,0.0
sh.688236,春立医疗,0.049,24.46,0.2
sh.688237,超卓航科,0.34,51.45,0.66
sh.688238,和元生物,0.0,7.23,0.0
sh.688239,航宇科技,0.22,52.5,0.42
sh.688244,永信至诚,0.05,24.66,0.2
sh.688246,嘉和美康,0.0,24.62,0.0
sh.688247,宣泰医药,0.062,10.5,0.59
sh.688248,南网科技,0.265,44.38,0.6
sh.688249,晶合集成,0.1,31.8,0.31
sh.688251,井松智能,0.148,27.04,0.55
sh.688252,天德钰,0.072,22.16,0.32
sh.688253,英诺特,0.56,34.54,1.62
sh.688255,凯尔达,0.3,32.36,0.93
sh.688256,寒武纪,0.0,1331.0,0.0
sh.688257,新锐股份,0.34,26.61,1.28
sh.688258,卓易信息,0.2,67.75,0.3
sh.688259,创耀科技,0.045,41.33,0.11
sh.688260,昀冢科技,0.0,42.75,0.0
sh.688261,东微半导,0.0396,64.8,0.06
sh.688262,国芯科技,0.0,30.72,0.0
sh.688265,南模生物,0.0,42.02,0.0
sh.688266,泽璟制药,0.0,110.0,0.0
sh.688267,中触媒,0.65,27.24,2.39
sh.688268,华特气体,0.6,58.0,1.03
sh.688269,凯立新材,0.3,37.42,0.8
sh.688270,臻镭科技,0.0,65.5,0.0
sh.688271,联影医疗,0.21,133.1,0.16
sh.688272,富吉瑞,0.0,26.57,0.0
sh.688273,麦澜德,0.7,35.72,1.96
sh.688275,万润新能,0.0,91.55,0.0
sh.688276,百克生物,0.169,21.56,0.78
sh.688277,天智航,0.0,15.72,0.0
sh.688278,特宝生物,0.62,77.81,0.8
sh.688279,峰岹科技,0.78,180.0,0.43
sh.688280,精进电动,0.0,8.24,0.0
sh.688281,华秦科技,0.65,64.07,1.01
sh.688282,理工导航,0.0,55.13,0.0
sh.688283,坤恒顺维,0.26,33.99,0.76
sh.688285,高铁电气,0.02,9.09,0.22
sh.688286,敏芯股份,0.0,78.28,0.0
sh.688287,*ST观典,0.0,5.05,0.0
sh.688288,鸿泉技术,0.0,27.93,0.0
sh.688289,圣湘生物,0.537,20.22,2.66
sh.688290,景业智能,0.1145,56.3,0.2
sh.688291,金橙子,0.165,36.9,0.45
sh.688292,浩瀚深度,0.12,25.89,0.46
sh.688293,奥浦迈,0.43,56.35,0.76
sh.688295,中复神鹰,0.0,24.85,0.0
sh.688296,和达科技,0.0,15.54,0.0
sh.688297,中无人机,0.0,45.9,0.0
sh.688298,东方生物,0.0,25.91,0.0
sh.688299,长阳科技,0.0,17.32,0.0
sh.688300,联瑞新材,0.5,56.0,0.89
sh.688301,奕瑞科技,1.0,103.82,0.96
sh.688302,海创药业,0.0,47.84,0.0
sh.688303,大全能源,0.0,28.67,0.0
sh.688305,科德数控,0.245,58.68,0.42
sh.688306,均普智能,0.0,10.69,0.0
sh.688307,中润光学,0.45,42.48,1.06
sh.688308,欧科亿,0.15,30.17,0.5
sh.688309,恒誉环保,0.088,24.05,0.37
sh.688310,迈得医疗,0.0,16.03,0.0
sh.688311,盟升电子,0.0,32.21,0.0
sh.688312,燕麦科技,0.5,31.88,1.57
sh.688313,仕佳光子,0.06,76.2,0.08
sh.688314,康拓医疗,0.38,32.06,1.19
sh.688315,诺禾致源,0.05,13.69,0.37
sh.688316,青云科技,0.0,63.77,0.0
sh.688317,之江生物,0.0,22.01,0.0
sh.688318,财富趋势,0.5,130.11,0.38
sh.688319,欧林生物,0.0,25.8,0.0
sh.688320,禾川科技,0.0,33.56,0.0
sh.688321,微芯生物,0.0,28.09,0.0
sh.688322,奥比中光,0.0,82.59,0.0
sh.688323,瑞华泰,0.0,15.57,0.0
sh.688325,赛微微电,1.0,87.98,1.14
sh.688326,经纬恒润,0.0,93.15,0.0
sh.688327,云从科技,0.0,14.94,0.0
sh.688328,深科达,0.0,26.28,0.0
sh.688329,艾隆科技,0.0,22.51,0.0
sh.688330,宏力达,0.34,40.21,0.85
sh.688331,荣昌生物,0.0,99.7,0.0
sh.688332,中科蓝讯,1.0,144.5,0.69
sh.688333,铂力特,0.112,78.55,0.14
sh.688334,西高院,0.371,18.89,1.96
sh.688335,复洁科技,0.2,21.89,0.91
sh.688336,三生国健,0.123,65.7,0.19
sh.688337,普源精电,0.4,36.9,1.08
sh.688338,赛科希德,0.33,26.73,1.23
sh.688339,亿华通,0.0,32.83,0.0
sh.688343,云天励飞,0.0,73.95,0.0
sh.688345,博力威,0.0,33.09,0.0
sh.688347,华虹公司,0.0,108.5,0.0
sh.688348,昱能科技,0.4,54.21,0.74
sh.688349,三一重能,0.6,27.04,2.22
sh.688350,富淼科技,0.0,21.74,0.0
sh.688351,微电生理,0.0,22.95,0.0
sh.688352,颀中科技,0.1,12.92,0.77
sh.688353,华盛锂电,0.0,111.8,0.0
sh.688355,明志科技,0.45,18.5,2.43
sh.688356,键凯科技,0.15,86.4,0.17
sh.688357,建龙微纳,0.2,33.07,0.6
sh.688358,祥生医疗,1.0,31.61,3.16
sh.688359,三孚新科,0.0,79.4,0.0
sh.688360,德马科技,0.15,19.31,0.78
sh.688361,中科飞测,0.0,121.46,0.0
sh.688362,甬矽电子,0.0,30.84,0.0
sh.688363,华熙生物,0.11,46.99,0.23
sh.688365,光云科技,0.0,19.24,0.0
sh.688366,昊海生科,1.0,49.5,2.02
sh.688367,工大高科,0.11,33.98,0.32
sh.688368,晶丰明源,0.5,92.18,0.54
sh.688369,致远互联,0.0,24.85,0.0
sh.688370,丛麟科技,0.36,24.29,1.48
sh.688371,菲沃泰,0.0,19.45,0.0
sh.688372,伟测科技,0.34,93.24,0.36
sh.688373,盟科药业,0.0,6.5,0.0
sh.688375,国博电子,0.4,66.54,0.6
sh.688376,美埃科技,0.2,44.43,0.45
sh.688377,迪威尔,0.14,36.77,0.38
sh.688378,奥来德,0.25,24.53,1.02
sh.688379,华光新材,0.427,46.72,0.91
sh.688380,中微半导,0.25,32.47,0.77
sh.688381,帝奥微,0.22,24.4,0.9
sh.688382,益方生物,0.0,29.48,0.0
sh.688383,新益昌,0.2,61.54,0.32
sh.688385,复旦微电,0.08,57.79,0.14
sh.688386,泛亚微透,0.1,72.11,0.14
sh.688387,信科移动,0.0,6.98,0.0
sh.688388,嘉元科技,0.0,35.65,0.0
sh.688389,普门科技,0.282,13.85,2.04
sh.688390,固德威,0.0,53.78,0.0
sh.688391,钜泉科技,0.6,29.26,2.05
sh.688392,骄成超声,0.35,103.89,0.34
sh.688393,安必平,0.1,24.75,0.4
sh.688395,正弦电气,0.15,24.4,0.61
sh.688396,华润微,0.084,46.43,0.18
sh.688398,赛特新材,0.1,18.47,0.54
sh.688399,硕世生物,3.4,70.45,4.83
sh.688400,凌云光,0.025,40.65,0.06
sh.688401,路维光电,0.3,49.63,0.6
sh.688403,汇成股份,0.095,15.17,0.63
sh.688408,中信博,1.0,45.46,2.2
sh.688409,富创精密,0.15,64.96,0.23
sh.688410,山外山,0.1,15.31,0.65
sh.688411,海博思创,1.1,302.9,0.36
sh.688416,恒烁股份,0.0,52.6,0.0
sh.688418,震有科技,0.0,30.79,0.0
sh.688419,耐科装备,0.4,27.04,1.48
sh.688420,美腾科技,0.15,25.53,0.59
sh.688425,铁建重工,0.085,4.99,1.7
sh.688426,康为世纪,0.0,27.86,0.0
sh.688428,诺诚健华,0.0,26.03,0.0
sh.688429,时创能源,0.0,15.27,0.0
sh.688432,有研硅,0.06,12.54,0.48
sh.688433,华曙高科,0.049,61.84,0.08
sh.688435,英方软件,0.0,53.48,0.0
sh.688439,振华风光,0.163,58.44,0.28
sh.688443,智翔金泰,0.0,27.69,0.0
sh.688448,磁谷科技,0.3,45.96,0.65
sh.688449,联芸科技,0.0,47.38,0.0
sh.688450,光格科技,0.0,28.23,0.0
sh.688455,科捷智能,0.0,17.08,0.0
sh.688456,有研粉材,0.2,47.03,0.43
sh.688458,美芯晟,0.0,38.32,0.0
sh.688459,哈铁科技,0.13,9.67,1.34
sh.688466,金科环境,0.0,19.45,0.0
sh.688468,科美诊断,0.125,7.91,1.58
sh.688469,芯联集成,0.0,6.67,0.0
sh.688472,阿特斯,0.0934,17.2,0.54
sh.688475,萤石网络,0.35,29.3,1.19
sh.688478,晶升股份,0.25,35.48,0.7
sh.688479,友车科技,0.5,19.68,2.54
sh.688480,赛恩斯,0.63,44.57,1.41
sh.688484,南芯科技,0.2,41.13,0.49
sh.688485,九州一轨,0.0234,16.02,0.15
sh.688486,龙迅股份,0.7,72.26,0.97
sh.688488,艾迪药业,0.0,13.42,0.0
sh.688489,三未信安,0.113,45.24,0.25
sh.688496,清越科技,0.0,7.09,0.0
sh.688498,源杰科技,0.4,538.91,0.07
sh.688499,利元亨,0.0,56.1,0.0
sh.688500,慧辰股份,0.0,64.4,0.0
sh.688501,青达环保,0.24,27.9,0.86
sh.688502,茂莱光学,0.34,345.94,0.1
sh.688503,聚和材料,0.4345,53.52,0.81
sh.688505,复旦张江,0.03,8.6,0.35
sh.688506,百利天恒,0.0,379.49,0.0
sh.688507,索辰科技,0.373,93.46,0.4
sh.688508,芯朋微,0.4,58.09,0.69
sh.688509,正元地信,0.0,4.78,0.0
sh.688510,航亚科技,0.2,22.36,0.89
sh.688511,*ST天微,0.0,23.58,0.0
sh.688512,慧智微,0.0,11.18,0.0
sh.688513,苑东生物,0.43,53.88,0.8
sh.688515,裕太微,0.0,102.84,0.0
sh.688516,奥特维,2.1,39.9,5.26
sh.688517,金冠电气,0.55,16.17,3.4
sh.688518,联赢激光,0.15,23.93,0.63
sh.688519,南亚新材,0.1,66.07,0.15
sh.688520,神州细胞,0.0,48.31,0.0
sh.688521,芯原股份,0.0,156.1,0.0
sh.688522,纳睿雷达,0.15,39.18,0.38
sh.688523,航天环宇,0.0,38.04,0.0
sh.688525,佰维存储,0.0,109.05,0.0
sh.688526,科前生物,0.43,15.77,2.73
sh.688528,秦川物联,0.0,11.58,0.0
sh.688529,豪森智能,0.0,19.22,0.0
sh.688530,欧莱新材,0.065,17.3,0.38
sh.688531,日联科技,0.6,61.63,0.97
sh.688533,上声电子,0.45,26.9,1.67
sh.688535,华海诚科,0.2002,96.55,0.21
sh.688536,思瑞浦,0.0,148.18,0.0
sh.688538,和辉光电,0.0,2.75,0.0
sh.688539,高华科技,0.2,37.95,0.53
sh.688543,国科军工,0.9,54.05,1.67
sh.688545,兴福电子,0.2,33.56,0.6
sh.688548,广钢气体,0.083,12.76,0.65
sh.688549,中巨芯,0.005,9.34,0.05
sh.688550,瑞联新材,0.59,46.32,1.27
sh.688551,科威尔,0.4,38.84,1.03
sh.688552,航天南湖,0.0,33.77,0.0
sh.688553,汇宇制药,0.4632,20.24,2.29
sh.688556,高测股份,0.18,10.13,1.78
sh.688557,兰剑智能,0.33,36.24,0.91
sh.688558,国盛智科,0.6,30.38,1.97
sh.688559,海目星,0.0,45.83,0.0
sh.688560,明冠新材,0.0,17.18,0.0
sh.688561,奇安信,0.0,37.52,0.0
sh.688562,航天软件,0.0,19.83,0.0
sh.688563,航材股份,0.5324,54.43,0.98
sh.688565,力源科技,0.0,10.37,0.0
sh.688566,吉贝尔,0.52,29.41,1.77
sh.688567,孚能科技,0.0,16.42,0.0
sh.688568,中科星图,0.13,43.39,0.3
sh.688569,铁科轨道,0.35,21.25,1.65
sh.688570,天玛智控,0.33,18.28,1.81
sh.688571,杭华股份,0.2,7.44,2.69
sh.688573,信宇人,0.0,24.38,0.0
sh.688575,亚辉龙,0.21,14.73,1.43
sh.688576,西山科技,1.0,64.56,1.55
sh.688577,浙海德曼,0.6,112.66,0.53
sh.688578,艾力斯,0.8,98.29,0.81
sh.688579,山大地纬,0.065,11.47,0.57
sh.688580,伟思医疗,0.8,45.23,1.77
sh.688581,安杰思,1.3735,59.05,2.33
sh.688582,芯动联科,0.38,60.0,0.63
sh.688583,思看科技,0.7,88.56,0.79
sh.688584,上海合晶,0.2,21.84,0.92
sh.688585,上纬新材,0.031,113.27,0.03
sh.688586,江航装备,0.09,11.42,0.79
sh.688588,凌志软件,0.2,14.86,1.35
sh.688589,力合微,0.3,22.33,1.34
sh.688590,新致软件,0.0,19.05,0.0
sh.688591,泰凌微,0.205,44.28,0.46
sh.688592,司南导航,0.12,39.86,0.3
sh.688593,新相微,0.0,21.15,0.0
sh.688595,芯海科技,0.0,34.02,0.0
sh.688596,正帆科技,0.2796,29.29,0.95
sh.688597,煜邦电力,0.153,8.6,1.78
sh.688598,金博股份,0.0,29.14,0.0
sh.688599,天合光能,0.0,18.09,0.0
sh.688600,皖仪科技,0.1,22.53,0.44
sh.688601,力芯微,0.4,49.25,0.81
sh.688602,康鹏科技,0.0,9.46,0.0
sh.688603,天承科技,0.3,75.71,0.4
sh.688605,先锋精科,0.2,58.25,0.34
sh.688606,奥泰生物,2.5,66.76,3.74
sh.688607,康众医疗,0.061,31.34,0.19
sh.688608,恒玄科技,1.2,228.47,0.53
sh.688609,九联科技,0.0,10.12,0.0
sh.688610,埃科光电,0.2,61.39,0.33
sh.688611,杭州柯林,0.2,45.25,0.44
sh.688612,威迈斯,0.359,32.6,1.1
sh.688613,奥精医疗,0.0,20.13,0.0
sh.688615,合合信息,2.0,207.09,0.97
sh.688616,西力科技,0.3,12.52,2.4
sh.688617,惠泰医疗,1.75,234.11,0.75
sh.688618,三旺通信,0.16,27.32,0.59
sh.688619,罗普特,0.0,14.72,0.0
sh.688620,安凯微,0.0,11.89,0.0
sh.688621,阳光诺和,0.163,66.15,0.25
sh.688622,禾信仪器,0.0,116.53,0.0
sh.688623,双元科技,1.197,76.5,1.56
sh.688625,呈和科技,0.48,36.93,1.3
sh.688626,翔宇医疗,0.24,46.74,0.51
sh.688627,精智达,0.3191,188.8,0.17
sh.688628,优利德,1.3,32.33,4.02
sh.688629,华丰科技,0.0,82.75,0.0
sh.688630,芯碁微装,0.37,113.08,0.33
sh.688631,莱斯信息,0.4,75.02,0.53
sh.688633,星球石墨,0.35,23.15,1.51
sh.688636,智明达,0.142,35.24,0.4
sh.688638,誉辰智能,0.0,40.41,0.0
sh.688639,华恒生物,0.25,32.98,0.76
sh.688646,ST逸飞,0.0,36.51,0.0
sh.688648,中邮科技,0.0,50.6,0.0
sh.688651,盛邦安全,0.0,39.91,0.0
sh.688652,京仪装备,0.125,95.31,0.13
sh.688653,康希通信,0.0,12.27,0.0
sh.688655,迅捷兴,0.0,18.14,0.0
sh.688656,浩欧博,0.3,199.9,0.15
sh.688657,浩辰软件,0.7,55.08,1.27
sh.688658,悦康药业,0.0,24.75,0.0
sh.688659,元琛科技,0.0,10.15,0.0
sh.688660,电气风电,0.0,17.58,0.0
sh.688661,和林微纳,0.08,43.1,0.19
sh.688662,富信科技,0.35,42.45,0.82
sh.688663,新风光,0.6,40.82,1.47
sh.688665,四方光电,0.35,47.79,0.73
sh.688667,菱电电控,0.0992,58.34,0.17
sh.688668,鼎通科技,0.7,96.27,0.73
sh.688669,聚石化学,0.0,22.9,0.0
sh.688670,金迪克,0.0,27.4,0.0
sh.688671,碧兴物联,0.0,22.98,0.0
sh.688676,金盘科技,0.506,81.86,0.62
sh.688677,海泰新光,0.6,44.54,1.35
sh.688678,福立旺,0.1,24.47,0.41
sh.688679,通源环境,0.05,24.03,0.21
sh.688680,海优新材,0.0,40.82,0.0
sh.688681,科汇股份,0.1,17.69,0.57
sh.688682,霍莱沃,0.2,37.64,0.53
sh.688683,莱尔科技,0.066,30.43,0.22
sh.688685,迈信林,0.157,51.04,0.31
sh.688686,奥普特,0.25,116.53,0.21
sh.688687,凯因科技,0.3,25.88,1.16
sh.688689,银河微电,0.23,26.73,0.86
sh.688690,纳微科技,0.063,26.98,0.23
sh.688691,灿芯股份,0.17,119.2,0.14
sh.688692,达梦数据,0.6,257.38,0.23
sh.688693,锴威特,0.0,38.49,0.0
sh.688695,中创股份,0.14,30.16,0.46
sh.688696,极米科技,0.0,111.2,0.0
sh.688697,纽威数控,0.6,15.29,3.92
sh.688698,伟创电气,0.42,86.4,0.49
sh.688699,明微电子,0.0,49.78,0.0
sh.688700,东威科技,0.1,34.8,0.29
sh.688701,卓锦股份,0.0,10.15,0.0
sh.688702,盛科通信,0.0,133.5,0.0
sh.688707,振华新材,0.0,14.86,0.0
sh.688708,佳驰科技,0.1,60.0,0.17
sh.688709,成都华微,0.02,38.17,0.05
sh.688710,益诺思,0.32,44.8,0.71
sh.688711,宏微科技,0.0,22.91,0.0
sh.688716,中研股份,0.2,36.43,0.55
sh.688717,艾罗能源,0.9375,69.1,1.36
sh.688718,唯赛勃,0.116,14.95,0.78
sh.688719,爱科赛博,0.1651,47.85,0.35
sh.688720,艾森股份,0.0,52.21,0.0
sh.688721,龙图光罩,0.4,42.56,0.94
sh.688722,同益中,0.0668,17.18,0.39
sh.688726,拉普拉斯,0.37,42.06,0.88
sh.688727,恒坤新材,0.0,49.21,0.0
sh.688728,格科微,0.022,14.63,0.15
sh.688729,屹唐股份,0.0,24.63,0.0
sh.688733,壹石通,0.1,32.83,0.3
sh.688737,中自科技,0.0,25.16,0.0
sh.688739,成大生物,0.8,26.76,2.99
sh.688750,金天钛业,0.084,18.36,0.46
sh.688755,汉邦科技,0.1,41.0,0.24
sh.688757,胜科纳米,0.199,26.46,0.75
sh.688758,赛分科技,0.067,21.47,0.31
sh.688759,必贝特,0.0,34.88,0.0
sh.688765,禾元生物,0.0,79.0,0.0
sh.688766,普冉股份,0.43,124.49,0.35
sh.688767,博拓生物,1.0,39.23,2.55
sh.688768,容知日新,0.43,41.95,1.03
sh.688772,珠海冠宇,0.3,22.9,1.31
sh.688775,影石创新,0.0,284.9,0.0
sh.688776,国光电气,0.0,87.78,0.0
sh.688777,中控技术,0.71,49.84,1.42
sh.688778,厦钨新能,0.6,72.11,0.83
sh.688779,五矿新能,0.0,7.58,0.0
sh.688783,西安奕材,0.0,24.2,0.0
sh.688786,悦安新材,0.25,28.18,0.89
sh.688787,海天瑞声,0.35,112.96,0.31
sh.688788,科思科技,0.0,61.68,0.0
sh.688789,宏华数科,0.9,77.16,1.17
sh.688793,倍轻松,0.0,28.51,0.0
sh.688795,摩尔线程,0.0,0.0,0.0
sh.688798,艾为电子,0.33,74.64,0.44
sh.688799,华纳药厂,0.6,48.37,1.24
sh.688800,瑞可达,0.35,68.8,0.51
sh.688819,天能股份,0.41,32.11,1.28
sh.688981,中芯国际,0.0,113.6,0.0
sh.689009,九号公司,1.5517,56.91,2.73
sz.000001,平安银行,0.598,11.61,5.15
sz.000002,万科A,0.0,5.38,0.0
sz.000004,*ST国华,0.0,11.77,0.0
sz.000006,深振业A,0.0,11.01,0.0
sz.000007,全新好,0.0,9.88,0.0
sz.000008,神州高铁,0.0,3.13,0.0
sz.000009,中国宝安,0.03,10.12,0.3
sz.000010,美丽生态,0.0,3.97,0.0
sz.000011,深物业A,0.0,9.92,0.0
sz.000012,南玻A,0.07,4.68,1.5
sz.000014,沙河股份,0.0,16.08,0.0
sz.000016,深康佳A,0.0,5.2,0.0
sz.000017,深中华A,0.0,7.71,0.0
sz.000019,深粮控股,0.15,7.2,2.08
sz.000020,深华发A,0.0,16.55,0.0
sz.000021,深科技,0.19,23.89,0.8
sz.000025,特力A,0.1,20.07,0.5
sz.000026,飞亚达,0.4,15.35,2.61
sz.000027,深圳能源,0.15,6.66,2.25
sz.000028,国药一致,0.366,24.88,1.47
sz.000029,深深房A,0.0,24.55,0.0
sz.000030,富奥股份,0.15,5.48,2.74
sz.000031,大悦城,0.0,3.15,0.0
sz.000032,深桑达A,0.12,20.02,0.6
sz.000034,神州数码,0.267,39.72,0.67
sz.000035,中国天楹,0.0352,5.62,0.63
sz.000036,华联控股,0.0,4.31,0.0
sz.000037,深南电A,0.0,8.98,0.0
sz.000039,中集集团,0.176,9.08,1.94
sz.000042,中洲控股,0.0,7.97,0.0
sz.000045,深纺织A,0.071,12.49,0.57
sz.000048,京基智农,0.73,13.49,5.41
sz.000049,德赛电池,0.33,26.89,1.23
sz.000050,深天马A,0.0,9.04,0.0
sz.000055,方大集团,0.05,4.25,1.18
sz.000056,皇庭国际,0.0,2.39,0.0
sz.000058,深赛格,0.0125,9.46,0.13
sz.000059,华锦股份,0.018,5.27,0.34
sz.000060,中金岭南,0.087,5.18,1.68
sz.000061,农产品,0.07,9.55,0.73
sz.000062,深圳华强,0.58,25.61,2.26
sz.000063,中兴通讯,0.617,42.09,1.47
sz.000065,北方国际,0.1479,12.65,1.17
sz.000066,中国长城,0.0,15.0,0.0
sz.000068,华控赛格,0.0,3.79,0.0
sz.000069,华侨城A,0.0,2.66,0.0
sz.000070,特发信息,0.0,14.01,0.0
sz.000078,海王生物,0.0,3.4,0.0
sz.000088,盐田港,0.218,4.41,4.94
sz.000089,深圳机场,0.12,6.94,1.73
